TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-05-28,2025-05-28,FO,NSE,IDO,58090,,BANKNIFTY,,2025-05-29,2025-05-29,42000.00,CE,BANKNIFTY25MAY42000CE,0.00,0.00,0.00,7568.10,0.00,7568.10,55417.00,13424.40,0,0,0,0.00,0,F1,30,,,,,
2025-05-28,2025-05-28,FO,NSE,IDO,58077,,BANKNIFTY,,2025-06-26,2025-06-26,59600.00,PE,BANKNIFTY25JUN59600PE,0.00,0.00,0.00,4241.95,4241.95,4241.95,55417.00,4065.10,90,0,0,0.00,0,F1,30,,,,,
2025-05-28,2025-05-28,FO,NSE,IDO,58290,,BANKNIFTY,,2025-05-29,2025-05-29,48000.00,PE,BANKNIFTY25MAY48000PE,1.85,2.50,1.00,1.30,1.50,2.40,55417.00,1.30,266370,-26250,13829,19914471909.00,4659,F1,30,,,,,
2025-05-28,2025-05-28,FO,NSE,IDO,58314,,BANKNIFTY,,2025-05-29,2025-05-29,49000.00,PE,BANKNIFTY25MAY49000PE,3.20,3.20,0.90,1.45,1.10,2.65,55417.00,1.45,305370,-15420,22914,33684824205.00,6719,F1,30,,,,,
2025-05-28,2025-05-28,FO,NSE,IDO,58319,,BANKNIFTY,,2025-05-29,2025-05-29,49200.00,PE,BANKNIFTY25MAY49200PE,2.30,2.85,0.95,1.40,1.50,2.75,55417.00,1.40,23760,-300,306,451670787.00,172,F1,30,,,,,
2025-05-28,2025-05-28,FO,NSE,IDO,58506,,BANKNIFTY,,2025-05-29,2025-05-29,53300.00,PE,BANKNIFTY25MAY53300PE,27.50,29.00,2.85,3.65,3.30,25.55,55417.00,3.65,183180,17910,67370,107740929247.50,31873,F1,30,,,,,
2025-05-28,2025-05-28,FO,NSE,IDO,58526,,BANKNIFTY,,2025-05-29,2025-05-29,53600.00,PE,BANKNIFTY25MAY53600PE,40.25,46.70,4.10,5.20,5.30,40.25,55417.00,5.20,186150,30000,114368,183943499613.00,69957,F1,30,,,,,
2025-05-28,2025-05-28,FO,NSE,IDO,58798,,BANKNIFTY,,2025-05-29,2025-05-29,59600.00,PE,BANKNIFTY25MAY59600PE,0.00,0.00,0.00,9863.00,0.00,9863.00,55417.00,4172.55,0,0,0,0.00,0,F1,30,,,,,
2025-05-28,2025-05-28,FO,NSE,IDO,58215,,BANKNIFTY,,2025-05-29,2025-05-29,44800.00,CE,BANKNIFTY25MAY44800CE,0.00,0.00,0.00,5686.55,5686.55,5686.55,55417.00,10624.85,360,0,0,0.00,0,F1,30,,,,,
2025-05-28,2025-05-28,FO,NSE,IDO,58241,,BANKNIFTY,,2025-05-29,2025-05-29,45800.00,CE,BANKNIFTY25MAY45800CE,0.00,0.00,0.00,4743.60,4743.60,4743.60,55417.00,9625.05,240,0,0,0.00,0,F1,30,,,,,
