TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-04-08,2024-04-08,FO,NSE,IDO,39267,,BANKNIFTY,,2024-04-16,2024-04-16,49400.00,PE,BANKNIFTY2441649400PE,850.55,983.15,749.80,871.05,876.75,915.95,48581.70,871.05,4455,780,509,383887890.75,312,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,56666,,BANKNIFTY,,2024-05-29,2024-05-29,49400.00,PE,BANKNIFTY24MAY49400PE,1219.30,1240.60,1084.70,1180.30,1180.95,1192.00,48581.70,1180.30,1050,75,33,25033724.25,31,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,52735,,BANKNIFTY,,2024-06-26,2024-06-26,49400.00,PE,BANKNIFTY24JUN49400PE,0.00,0.00,0.00,2772.60,0.00,2772.60,48581.70,1707.10,0,0,0,0.00,0,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,45444,,BANKNIFTY,,2024-04-16,2024-04-16,54500.00,CE,BANKNIFTY2441654500CE,3.25,3.95,2.55,2.75,3.05,2.90,48581.70,2.75,1770,615,169,138164963.25,35,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,45445,,BANKNIFTY,,2024-04-16,2024-04-16,54500.00,PE,BANKNIFTY2441654500PE,0.00,0.00,0.00,7155.60,0.00,7155.60,48581.70,5833.45,0,0,0,0.00,0,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,49693,,BANKNIFTY,,2024-04-30,2024-04-30,54500.00,CE,BANKNIFTY2443054500CE,10.20,14.85,7.00,11.25,12.00,10.00,48581.70,11.25,1560,510,67,54783384.00,32,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,44061,,BANKNIFTY,,2024-05-08,2024-05-08,54500.00,CE,BANKNIFTY2450854500CE,20.00,20.00,11.00,18.95,18.95,20.00,48581.70,21.20,975,870,71,58060556.25,16,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,59634,,BANKNIFTY,,2024-06-26,2024-06-26,54500.00,CE,BANKNIFTY24JUN54500CE,299.50,299.50,209.60,209.60,209.60,201.55,48581.70,281.10,210,195,13,10684553.25,3,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,49563,,BANKNIFTY,,2024-04-30,2024-04-30,49000.00,PE,BANKNIFTY2443049000PE,749.95,840.00,684.85,761.10,767.15,796.80,48581.70,761.10,11235,5190,2073,1547459128.50,962,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,50790,,BANKNIFTY,,2024-06-26,2024-06-26,49000.00,PE,BANKNIFTY24JUN49000PE,1250.00,1306.00,1215.00,1289.20,1266.45,1298.30,48581.70,1289.20,5205,3810,638,481101936.75,347,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,43738,,BANKNIFTY,,2024-05-08,2024-05-08,49000.00,PE,BANKNIFTY2450849000PE,842.20,857.95,716.30,789.40,789.40,1708.30,48581.70,1106.95,1095,1095,278,207575374.50,66,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,39247,,BANKNIFTY,,2024-04-16,2024-04-16,49000.00,PE,BANKNIFTY2441649000PE,576.00,677.65,490.60,585.80,582.20,639.20,48581.70,585.80,61515,26370,20665,15367944832.50,5831,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,56657,,BANKNIFTY,,2024-05-29,2024-05-29,49000.00,CE,BANKNIFTY24MAY49000CE,905.00,945.00,832.65,886.55,884.95,865.05,48581.70,886.55,198870,18885,10213,7642886576.25,4954,F1,15,,,,,
2024-04-08,2024-04-08,FO,NSE,IDO,67431,,BANKNIFTY,,2024-04-24,2024-04-24,43300.00,PE,BANKNIFTY24APR43300PE,13.35,13.35,13.35,13.35,13.35,13.35,48581.70,0.65,1500,15,1,649700.25,1,F1,15,,,,,
