TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-04-25,2025-04-25,FO,NSE,IDO,58804,,BANKNIFTY,,2025-05-29,2025-05-29,59900.00,PE,BANKNIFTY25MAY59900PE,0.00,0.00,0.00,10150.05,0.00,10150.05,54664.05,4997.35,0,0,0,0.00,0,F1,30,,,,,
2025-04-25,2025-04-25,FO,NSE,IDO,58789,,BANKNIFTY,,2025-05-29,2025-05-29,59300.00,PE,BANKNIFTY25MAY59300PE,0.00,0.00,0.00,4020.60,4020.60,4020.60,54664.05,4456.30,30,0,0,0.00,0,F1,30,,,,,
2025-04-25,2025-04-25,FO,NSE,IDO,58752,,BANKNIFTY,,2025-05-29,2025-05-29,59200.00,PE,BANKNIFTY25MAY59200PE,0.00,0.00,0.00,3742.35,3742.35,3742.35,54664.05,4367.75,60,0,0,0.00,0,F1,30,,,,,
2025-04-25,2025-04-25,FO,NSE,IDO,58728,,BANKNIFTY,,2025-05-29,2025-05-29,59000.00,PE,BANKNIFTY25MAY59000PE,3650.00,4512.25,3609.25,4345.10,4400.00,3756.45,54664.05,4345.10,22890,-330,356,673525900.50,112,F1,30,,,,,
2025-04-25,2025-04-25,FO,NSE,IDO,58706,,BANKNIFTY,,2025-05-29,2025-05-29,58600.00,PE,BANKNIFTY25MAY58600PE,0.00,0.00,0.00,3540.70,3540.70,3540.70,54664.05,3848.00,0,0,0,0.00,0,F1,30,,,,,
2025-04-25,2025-04-25,FO,NSE,IDO,58666,,BANKNIFTY,,2025-05-29,2025-05-29,58000.00,PE,BANKNIFTY25MAY58000PE,2712.05,3700.00,2677.65,3438.70,3460.80,2848.05,54664.05,3438.70,57510,1560,876,1606399720.50,424,F1,30,,,,,
2025-04-25,2025-04-25,FO,NSE,IDO,58650,,BANKNIFTY,,2025-05-29,2025-05-29,57600.00,PE,BANKNIFTY25MAY57600PE,2378.90,2673.55,2378.80,2671.45,2671.45,2415.80,54664.05,3033.95,300,300,14,25226308.50,11,F1,30,,,,,
2025-04-25,2025-04-25,FO,NSE,IDO,58582,,BANKNIFTY,,2025-05-29,2025-05-29,56100.00,PE,BANKNIFTY25MAY56100PE,1500.05,2120.15,1342.00,1923.00,1916.80,1523.30,54664.05,1923.00,22710,4260,886,1537932042.00,495,F1,30,,,,,
2025-04-25,2025-04-25,FO,NSE,IDO,58570,,BANKNIFTY,,2025-05-29,2025-05-29,55500.00,PE,BANKNIFTY25MAY55500PE,1210.05,1726.45,1029.25,1514.05,1529.65,1195.25,54664.05,1514.05,678180,-75930,48828,83336316780.00,33244,F1,30,,,,,
2025-04-25,2025-04-25,FO,NSE,IDO,58550,,BANKNIFTY,,2025-05-29,2025-05-29,54500.00,PE,BANKNIFTY25MAY54500PE,799.95,1159.15,647.00,995.00,1029.50,786.70,54664.05,995.00,400380,111570,193346,321783493248.00,123165,F1,30,,,,,
