TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-10-10,2024-10-10,FO,NSE,IDO,46927,,BANKNIFTY,,2024-12-24,2024-12-24,56500.00,CE,BANKNIFTY24DEC56500CE,0.00,0.00,0.00,1607.25,0.00,1607.25,51530.90,352.85,0,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,47580,,BANKNIFTY,,2024-11-13,2024-11-13,56500.00,PE,BANKNIFTY24N1356500PE,0.00,0.00,0.00,5204.60,0.00,5204.60,51530.90,4677.55,0,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,43286,,BANKNIFTY,,2024-10-30,2024-10-30,56500.00,PE,BANKNIFTY24OCT56500PE,0.00,0.00,0.00,5065.15,5050.00,5065.15,51530.90,4771.80,990,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,53213,,BANKNIFTY,,2024-10-23,2024-10-23,56500.00,CE,BANKNIFTY24O2356500CE,10.15,10.20,6.05,8.50,9.45,10.15,51530.90,8.50,6960,795,300,254286400.50,109,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,43275,,BANKNIFTY,,2024-10-30,2024-10-30,56500.00,CE,BANKNIFTY24OCT56500CE,13.80,15.00,12.50,13.40,13.70,14.50,51530.90,13.40,131550,3705,2369,2008203486.00,760,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,46928,,BANKNIFTY,,2024-12-24,2024-12-24,56500.00,PE,BANKNIFTY24DEC56500PE,0.00,0.00,0.00,4350.00,4350.00,4350.00,51530.90,4543.70,30,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,46249,,BANKNIFTY,,2024-11-06,2024-11-06,55600.00,CE,BANKNIFTY24N0655600CE,56.85,56.85,50.10,50.10,50.10,56.80,51530.90,72.40,75,30,2,1669604.25,2,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,51113,,BANKNIFTY,,2024-11-27,2024-11-27,55600.00,CE,BANKNIFTY24NOV55600CE,0.00,0.00,0.00,910.85,0.00,910.85,51530.90,244.00,0,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,46874,,BANKNIFTY,,2024-12-24,2024-12-24,55600.00,PE,BANKNIFTY24DEC55600PE,0.00,0.00,0.00,2478.50,0.00,2478.50,51530.90,3812.10,0,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,43254,,BANKNIFTY,,2024-10-30,2024-10-30,55600.00,PE,BANKNIFTY24OCT55600PE,0.00,0.00,0.00,3781.25,3781.25,3781.25,51530.90,3896.05,1095,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,47579,,BANKNIFTY,,2024-11-13,2024-11-13,56500.00,CE,BANKNIFTY24N1356500CE,0.00,0.00,0.00,104.65,0.00,104.65,51530.90,62.55,0,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,46294,,BANKNIFTY,,2024-11-06,2024-11-06,56500.00,CE,BANKNIFTY24N0656500CE,42.00,42.00,42.00,42.00,42.00,40.00,51530.90,32.00,1125,0,2,1696260.00,1,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,46296,,BANKNIFTY,,2024-11-06,2024-11-06,56500.00,PE,BANKNIFTY24N0656500PE,0.00,0.00,0.00,3521.70,0.00,3521.70,51530.90,4719.65,0,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,43997,,BANKNIFTY,,2024-10-16,2024-10-16,56500.00,PE,BANKNIFTY24O1656500PE,0.00,0.00,0.00,5203.35,0.00,5203.35,51530.90,4906.45,0,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,43992,,BANKNIFTY,,2024-10-16,2024-10-16,56500.00,CE,BANKNIFTY24O1656500CE,5.30,5.30,2.50,2.65,2.65,4.00,51530.90,2.65,80835,17025,26457,22423559586.75,8230,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,51844,,BANKNIFTY,,2024-11-27,2024-11-27,56500.00,PE,BANKNIFTY24NOV56500PE,0.00,0.00,0.00,3803.25,3803.25,3803.25,51530.90,4615.45,60,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,46815,,BANKNIFTY,,2024-12-24,2024-12-24,54500.00,CE,BANKNIFTY24DEC54500CE,518.60,600.00,518.60,567.55,565.05,518.60,51530.90,567.55,2160,105,34,28083916.50,25,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,43220,,BANKNIFTY,,2024-10-30,2024-10-30,54500.00,PE,BANKNIFTY24OCT54500PE,3095.20,3095.20,2600.00,2744.50,2745.15,3110.15,51530.90,2744.50,176085,-75,278,238769761.50,132,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,53142,,BANKNIFTY,,2024-10-23,2024-10-23,54500.00,PE,BANKNIFTY24O2354500PE,0.00,0.00,0.00,2297.20,2297.20,2297.20,51530.90,2874.75,0,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,46224,,BANKNIFTY,,2024-11-06,2024-11-06,54500.00,PE,BANKNIFTY24N0654500PE,0.00,0.00,0.00,2041.05,0.00,2041.05,51530.90,2874.10,0,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,43872,,BANKNIFTY,,2024-10-16,2024-10-16,54500.00,PE,BANKNIFTY24O1654500PE,3020.00,3125.00,2800.00,2946.80,2952.55,3364.20,51530.90,2946.80,14880,-960,309,266678415.00,47,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,46690,,BANKNIFTY,,2024-12-24,2024-12-24,51900.00,PE,BANKNIFTY24DEC51900PE,0.00,0.00,0.00,1406.85,1406.85,1406.85,51530.90,1440.85,15,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,43772,,BANKNIFTY,,2024-10-16,2024-10-16,51900.00,PE,BANKNIFTY24O1651900PE,827.05,886.90,472.50,560.15,541.20,921.90,51530.90,560.15,98850,41415,114736,90314082552.75,44210,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,47456,,BANKNIFTY,,2024-11-13,2024-11-13,51900.00,CE,BANKNIFTY24N1351900CE,0.00,0.00,0.00,1063.90,0.00,1063.90,51530.90,1065.05,0,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,51852,,BANKNIFTY,,2024-11-27,2024-11-27,56900.00,CE,BANKNIFTY24NOV56900CE,93.85,93.85,93.85,93.85,93.85,93.85,51530.90,114.30,180,0,1,854907.75,1,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,44009,,BANKNIFTY,,2024-10-16,2024-10-16,56900.00,PE,BANKNIFTY24O1656900PE,0.00,0.00,0.00,5577.05,0.00,5577.05,51530.90,5306.00,0,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,53067,,BANKNIFTY,,2024-10-23,2024-10-23,51400.00,PE,BANKNIFTY24O2351400PE,657.65,669.80,407.50,456.05,445.60,705.90,51530.90,456.05,19260,14430,14093,10969927224.75,3649,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,43406,,BANKNIFTY,,2024-12-24,2024-12-24,49100.00,CE,BANKNIFTY24DEC49100CE,0.00,0.00,0.00,6219.50,0.00,6219.50,51530.90,3584.75,0,0,0,0.00,0,F1,15,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,50514,,NIFTY,,2024-11-07,2024-11-07,26400.00,CE,NIFTY24N0726400CE,49.50,49.50,35.00,35.00,35.00,54.00,24998.45,35.00,100,50,3,1983226.25,3,F1,25,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,48517,,NIFTY,,2024-10-17,2024-10-17,26400.00,CE,NIFTY24O1726400CE,3.20,3.55,2.00,2.50,2.55,3.20,24998.45,2.50,916175,653300,103799,68513520757.50,14305,F1,25,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,48325,,NIFTY,,2024-10-17,2024-10-17,25150.00,PE,NIFTY24O1725150PE,202.55,246.75,154.55,229.70,230.00,270.05,24998.45,229.70,254150,150100,86916,55092586961.25,26888,F1,25,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,48654,,NIFTY,,2024-12-26,2024-12-26,25150.00,PE,NIFTY24DEC25150PE,492.15,492.20,492.15,492.20,492.20,462.15,24998.45,531.10,225,75,3,1923163.75,2,F1,25,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,50434,,NIFTY,,2024-11-07,2024-11-07,25150.00,PE,NIFTY24N0725150PE,341.25,341.25,307.15,307.15,307.15,379.65,24998.45,391.30,50,50,3,1910991.25,2,F1,25,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,44106,,NIFTY,,2024-10-24,2024-10-24,25150.00,CE,NIFTY24O2425150CE,237.45,282.40,194.00,202.00,200.00,215.75,24998.45,202.00,27400,10450,2815,1785810895.00,632,F1,25,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,48530,,NIFTY,,2024-10-10,2024-10-10,25150.00,CE,NIFTY24O1025150CE,34.00,51.45,0.05,0.20,0.05,26.00,24998.45,24998.45,8446350,4300500,22259553,14002990789643.75,3173711,F1,25,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,43514,,NIFTY,,2024-12-26,2024-12-26,25150.00,CE,NIFTY24DEC25150CE,827.90,827.90,795.90,795.95,795.95,811.25,24998.45,735.15,175,0,3,1946743.75,3,F1,25,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,54780,,NIFTY,,2024-10-31,2024-10-31,25150.00,CE,NIFTY24OCT25150CE,321.65,361.00,268.55,277.05,280.80,285.10,24998.45,277.05,91175,13550,5053,3215684638.75,2540,F1,25,,,,,
2024-10-10,2024-10-10,FO,NSE,IDO,41903,,NIFTY,,2024-12-26,2024-12-26,24450.00,CE,NIFTY24DEC24450CE,0.00,0.00,0.00,2353.25,0.00,2353.25,24998.45,1166.20,0,0,0,0.00,0,F1,25,,,,,
