TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-03-10,2025-03-10,FO,NSE,IDO,58351,,BANKNIFTY,,2025-05-29,2025-05-29,50700.00,CE,BANKNIFTY25MAY50700CE,0.00,0.00,0.00,1441.90,0.00,1441.90,48216.80,767.35,0,0,0,0.00,0,F1,30,,,,,
2025-03-10,2025-03-10,FO,NSE,IDO,75007,,BANKNIFTY,,2025-04-24,2025-04-24,53300.00,PE,BANKNIFTY25APR53300PE,0.00,0.00,0.00,3895.75,0.00,3895.75,48216.80,4721.55,0,0,0,0.00,0,F1,30,,,,,
2025-03-10,2025-03-10,FO,NSE,IDO,74670,,BANKNIFTY,,2025-04-24,2025-04-24,46800.00,CE,BANKNIFTY25APR46800CE,0.00,0.00,0.00,3937.40,0.00,3937.40,48216.80,2198.75,0,0,0,0.00,0,F1,30,,,,,
2025-03-10,2025-03-10,FO,NSE,IDO,74486,,BANKNIFTY,,2025-04-24,2025-04-24,43300.00,PE,BANKNIFTY25APR43300PE,0.00,0.00,0.00,126.60,0.00,126.60,48216.80,20.30,0,0,0,0.00,0,F1,30,,,,,
2025-03-10,2025-03-10,FO,NSE,IDO,59337,,BANKNIFTY,,2025-03-27,2025-03-27,47400.00,CE,BANKNIFTY25MAR47400CE,1379.95,1495.00,1157.70,1213.65,1157.70,1502.10,48216.80,1213.65,44220,-2730,975,1426149220.50,389,F1,30,,,,,
2025-03-10,2025-03-10,FO,NSE,IDO,58121,,BANKNIFTY,,2025-05-29,2025-05-29,43000.00,PE,BANKNIFTY25MAY43000PE,0.00,0.00,0.00,142.40,0.00,142.40,48216.80,63.35,0,0,0,0.00,0,F1,30,,,,,
2025-03-10,2025-03-10,FO,NSE,IDO,58400,,BANKNIFTY,,2025-05-29,2025-05-29,51800.00,CE,BANKNIFTY25MAY51800CE,0.00,0.00,0.00,1060.55,0.00,1060.55,48216.80,488.30,0,0,0,0.00,0,F1,30,,,,,
2025-03-10,2025-03-10,FO,NSE,IDO,74534,,BANKNIFTY,,2025-04-24,2025-04-24,44000.00,PE,BANKNIFTY25APR44000PE,82.95,102.45,78.30,95.40,101.25,90.40,48216.80,95.40,64980,3330,1170,1547530720.50,488,F1,30,,,,,
2025-03-10,2025-03-10,FO,NSE,IDO,58468,,BANKNIFTY,,2025-05-29,2025-05-29,52500.00,CE,BANKNIFTY25MAY52500CE,274.75,274.75,220.60,224.35,220.60,284.30,48216.80,224.35,2070,330,37,58541166.00,27,F1,30,,,,,
2025-03-10,2025-03-10,FO,NSE,IDO,59408,,BANKNIFTY,,2025-03-27,2025-03-27,48700.00,PE,BANKNIFTY25MAR48700PE,725.55,914.85,640.00,833.60,897.00,672.05,48216.80,833.60,258630,-29250,65590,97232541339.00,43413,F1,30,,,,,
