INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,29-Mar-2023,0,XX,41721.15,41765,41368.7,41408.95,41408.95,112172,1165370.87,2297650,-6025,09-MAR-2023,
FUTIDX,BANKNIFTY,27-Apr-2023,0,XX,41900.05,41963.1,41585,41626.3,41626.3,11266,117656.48,1475150,54725,09-MAR-2023,
FUTIDX,BANKNIFTY,25-May-2023,0,XX,42019.95,42072.45,41690,41719.35,41719.35,5926,62075.61,1222550,31750,09-MAR-2023,
FUTIDX,NIFTY,29-Mar-2023,0,XX,17789.95,17818.9,17635,17645.1,17645.1,149952,1327417.96,10892050,720900,09-MAR-2023,
FUTIDX,NIFTY,27-Apr-2023,0,XX,17871.65,17917.3,17740,17749.75,17749.75,10811,96212.5,1761450,126050,09-MAR-2023,
FUTIDX,NIFTY,25-May-2023,0,XX,17939.95,17968.7,17801,17811,17811,4659,41568.53,775800,49150,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,35000,CE,0,0,0,5794.7,41256.75,0,0,75,0,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,35500,CE,0,0,0,5447.75,41256.75,0,0,0,0,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,36000,CE,0,0,0,5549,41256.75,0,0,350,0,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,36500,CE,0,0,0,4510.9,41256.75,0,0,0,0,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,37000,CE,4507.25,4507.25,4251.45,4265.3,41256.75,17,175.56,375,-375,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,37500,CE,4025.95,4025.95,3718.7,3759.75,41256.75,17,175.57,475,-100,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,37900,CE,0,0,0,3333.8,41256.75,0,0,25,0,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,38000,CE,3470,3530,3249.2,3264.75,41256.75,39,403.62,1100,-625,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,38100,CE,3518,3634.75,3300,3300,41256.75,5,51.91,75,-25,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,38200,CE,3306.65,3306.65,3088.5,3088.5,41256.75,2,20.69,50,25,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,38300,CE,0,0,0,3019.45,41256.75,0,0,0,0,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,38400,CE,0,0,0,2892.25,41256.75,0,0,25,0,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,38500,CE,3132.4,3132.85,2752.75,2777.35,41256.75,36,372.8,1125,-550,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,38600,CE,3037.2,3037.2,3037.2,3037.2,41256.75,4,41.63,175,0,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,38700,CE,2603.7,2604.1,2603.7,2604.1,41256.75,2,20.65,100,-50,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,38800,CE,2720,2720,2485,2485,41256.75,3,31.03,3225,-75,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,38900,CE,0,0,0,2370.85,41256.75,0,0,1775,0,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,39000,CE,2604.45,2627.85,2246.6,2273.8,41256.75,571,5912.29,8700,-7025,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,39100,CE,2500,2500,2250,2315,41256.75,8,82.97,2325,-125,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,39200,CE,2464.1,2464.1,2058.85,2071.95,41256.75,19,196.64,2875,-250,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,39300,CE,2239.55,2325.75,2000,2000,41256.75,17,176.5,3625,-175,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,39400,CE,2209.9,2230,1843.2,1851.55,41256.75,58,598.99,7375,-825,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,39500,CE,2046.35,2136.9,1742,1758.85,41256.75,1759,18214.61,16150,-28075,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,39600,CE,2019.7,2030,1642.95,1657.25,41256.75,133,1376.76,5250,-2100,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,39700,CE,1920.15,1950,1544.05,1558.3,41256.75,95,982.77,2275,-1025,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,39800,CE,1775,1848.05,1439.85,1455.7,41256.75,754,7801.8,10925,-10675,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,39900,CE,1685.85,1720.05,1339.85,1357.15,41256.75,462,4778.97,8800,-4300,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,40000,CE,1584.4,1649.35,1241.7,1278.95,41256.75,14005,144995.87,55475,-207575,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,40100,CE,1483.6,1522.85,1140,1150.9,41256.75,786,8139.15,31300,-9000,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,40200,CE,1391.75,1446.75,1040,1056.35,41256.75,1056,10926.78,45525,-11900,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,40300,CE,1297.4,1351.95,940.55,958.2,41256.75,3151,32653.56,59275,-24025,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,40400,CE,1186.95,1249.85,841.85,868.55,41256.75,3766,39001.65,52075,-43425,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,40500,CE,1068.4,1153,741.35,773.05,41256.75,25243,261500.85,163400,-198100,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,40600,CE,951.05,1050,641,669.65,41256.75,6138,63558.91,131575,-28200,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,40700,CE,855,955.15,541.7,570.4,41256.75,18158,188164.04,100150,-51725,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,40800,CE,760.85,854,440.45,473.3,41256.75,61994,641687.23,110425,-203800,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,40900,CE,700,755,340.55,372.05,41256.75,91002,941918.83,169500,-124375,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,41000,CE,553.05,657,240.05,267.4,41256.75,682245,7064282.75,1171975,452900,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,41100,CE,479.35,556.65,140.55,174.6,41256.75,712930,7381728.32,231300,-241850,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,41200,CE,360.05,457.15,41.2,70.55,41256.75,3585881,37087121.3,1824725,1079350,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,41300,CE,289.05,360,0.05,8.9,41256.75,11505792,119009530.47,4677075,3889950,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,41400,CE,248.95,273.7,0.05,0.9,41256.75,16273480,168690294.91,3248125,2143900,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,41500,CE,160.45,197.45,0.05,0.35,41256.75,22194207,230580899.14,3423725,657775,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,41600,CE,119.95,132.5,0.05,0.25,41256.75,15632474,162732578.87,2502450,85700,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,41700,CE,69.8,83.7,0.05,0.25,41256.75,10552507,110069469.47,1988000,-414075,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,41800,CE,41.25,49.15,0.05,0.25,41256.75,6978930,72951795.23,1640200,-598975,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,41900,CE,17.85,27.75,0.05,0.2,41256.75,3490038,36564377.13,1134850,-494250,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,42000,CE,13.85,16,0.05,0.2,41256.75,4324286,45410079.88,2576275,-1284650,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,42100,CE,5.25,9.3,0.05,0.15,41256.75,1996123,21010785.87,1132875,-771400,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,42200,CE,3.05,6.05,0.05,0.15,41256.75,1426890,15054558.9,1217000,-189300,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,42300,CE,3.1,4.7,0.05,0.15,41256.75,1014981,10733933.13,809275,-286825,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,42400,CE,2.75,3.6,0.05,0.1,41256.75,666314,7063210.35,803275,39675,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,42500,CE,2.2,3,0.05,0.15,41256.75,1817328,19309777.9,2428825,-483375,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,42600,CE,1.5,2.55,0.05,0.1,41256.75,395545,4212690.9,613250,111725,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,42700,CE,1.8,2.3,0.05,0.1,41256.75,303386,3238742.9,466175,-47425,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,42800,CE,1.6,2.05,0.05,0.1,41256.75,294667,3153026.55,445500,-32850,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,42900,CE,1.75,1.85,0.05,0.1,41256.75,182296,1955175.69,206150,-42375,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,43000,CE,1.4,1.8,0.05,0.1,41256.75,1016158,10923976.14,2395200,-649325,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,43100,CE,1.55,1.8,0.05,0.1,41256.75,145614,1569028,147125,-25550,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,43200,CE,1.1,1.8,0.05,0.1,41256.75,124029,1339543.7,94700,-69725,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,43300,CE,1.4,1.65,0.05,0.1,41256.75,111511,1207134.51,79175,-11775,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,43400,CE,1.3,1.6,0.05,0.1,41256.75,92268,1001129.98,78400,-2750,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,43500,CE,1.25,1.85,0.05,0.1,41256.75,501206,5450735.25,1069125,-354200,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,43600,CE,1.05,1.8,0.05,0.1,41256.75,76154,830095.64,102000,38725,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,43700,CE,0.95,2.95,0.05,0.1,41256.75,101427,1108110.53,293100,244950,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,44000,CE,0.85,1.4,0.05,0.1,41256.75,295774,3253577.09,764075,-177125,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,44500,CE,1,1.35,0.05,0.1,41256.75,152294,1694300.19,391125,55400,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,45000,CE,0.7,1.3,0.05,0.05,41256.75,102352,1151477.93,266475,-53500,09-MAR-2023,
OPTIDX,BANKNIFTY,09-Mar-2023,45500,CE,0.95,1.3,0.05,0.1,41256.75,66847,760396.49,158075,-13275,09-MAR-2023,
