TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-11-11,2024-11-11,FO,NSE,IDO,46874,,BANKNIFTY,,2024-12-24,2024-12-24,55600.00,PE,BANKNIFTY24DEC55600PE,0.00,0.00,0.00,2849.65,2849.65,2849.65,51876.75,3526.80,90,0,0,0.00,0,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,51113,,BANKNIFTY,,2024-11-27,2024-11-27,55600.00,CE,BANKNIFTY24NOV55600CE,12.95,16.00,10.05,10.60,10.05,12.95,51876.75,10.60,1995,-180,754,628979721.75,230,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,51830,,BANKNIFTY,,2024-11-27,2024-11-27,55900.00,CE,BANKNIFTY24NOV55900CE,11.80,14.00,7.75,9.55,9.00,10.85,51876.75,9.55,2910,-270,459,384945184.50,168,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,51831,,BANKNIFTY,,2024-11-27,2024-11-27,55900.00,PE,BANKNIFTY24NOV55900PE,0.00,0.00,0.00,3790.85,3790.85,3790.85,51876.75,3874.90,15,0,0,0.00,0,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,46886,,BANKNIFTY,,2024-12-24,2024-12-24,55900.00,CE,BANKNIFTY24DEC55900CE,0.00,0.00,0.00,280.40,280.40,280.40,51876.75,204.45,30,0,0,0.00,0,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,46888,,BANKNIFTY,,2024-12-24,2024-12-24,55900.00,PE,BANKNIFTY24DEC55900PE,0.00,0.00,0.00,3170.35,3170.35,3170.35,51876.75,3784.95,15,0,0,0.00,0,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,47343,,BANKNIFTY,,2024-11-13,2024-11-13,47800.00,PE,BANKNIFTY24N1347800PE,3.00,3.70,1.60,1.85,2.00,3.70,51876.75,1.85,311415,-58635,64414,46187034560.25,23174,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,39427,,BANKNIFTY,,2025-01-29,2025-01-29,46000.00,PE,BANKNIFTY25JAN46000PE,100.00,114.00,89.95,105.00,105.00,126.85,51876.75,105.00,6015,570,50,34577422.50,26,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,40474,,BANKNIFTY,,2024-11-27,2024-11-27,48200.00,PE,BANKNIFTY24NOV48200PE,51.50,53.95,23.05,25.95,29.45,45.40,51876.75,25.95,4050,1965,697,504233520.75,219,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,47277,,BANKNIFTY,,2024-11-13,2024-11-13,46000.00,CE,BANKNIFTY24N1346000CE,0.00,0.00,0.00,5381.45,0.00,5381.45,51876.75,5893.75,0,0,0,0.00,0,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,43355,,BANKNIFTY,,2024-12-24,2024-12-24,47800.00,CE,BANKNIFTY24DEC47800CE,0.00,0.00,0.00,7349.30,0.00,7349.30,51876.75,4537.10,0,0,0,0.00,0,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,47282,,BANKNIFTY,,2024-11-13,2024-11-13,46000.00,PE,BANKNIFTY24N1346000PE,1.90,2.00,1.05,1.30,1.05,1.90,51876.75,1.30,560490,146940,69371,47867597787.00,14858,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,43199,,BANKNIFTY,,2024-12-24,2024-12-24,46000.00,CE,BANKNIFTY24DEC46000CE,6515.70,6515.70,6500.00,6500.00,6500.00,6304.30,51876.75,6256.30,210,15,2,1575235.50,2,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,47359,,BANKNIFTY,,2024-11-13,2024-11-13,48200.00,PE,BANKNIFTY24N1348200PE,4.85,4.85,2.05,2.20,2.05,4.90,51876.75,2.20,232440,-14415,75131,54323019995.25,25244,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,47358,,BANKNIFTY,,2024-11-13,2024-11-13,48200.00,CE,BANKNIFTY24N1348200CE,0.00,0.00,0.00,3412.05,0.00,3412.05,51876.75,3694.55,0,0,0,0.00,0,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,39472,,BANKNIFTY,,2025-01-29,2025-01-29,48200.00,PE,BANKNIFTY25JAN48200PE,0.00,0.00,0.00,537.75,0.00,537.75,51876.75,271.75,0,0,0,0.00,0,F1,15,,,,,
2024-11-11,2024-11-11,FO,NSE,IDO,39367,,BANKNIFTY,,2024-11-27,2024-11-27,47800.00,CE,BANKNIFTY24NOV47800CE,0.00,0.00,0.00,4810.00,0.00,4810.00,51876.75,4223.55,0,0,0,0.00,0,F1,15,,,,,
