TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-07-02,2024-07-02,FO,NSE,IDO,48822,,BANKNIFTY,,2024-07-24,2024-07-24,54200.00,PE,BANKNIFTY2472454200PE,0.00,0.00,0.00,2981.15,0.00,2981.15,52168.10,2272.20,0,0,0,0.00,0,F1,15,,,,,
2024-07-02,2024-07-02,FO,NSE,IDO,48196,,BANKNIFTY,,2024-08-28,2024-08-28,54200.00,PE,BANKNIFTY24AUG54200PE,0.00,0.00,0.00,5099.50,0.00,5099.50,52168.10,2647.25,0,0,0,0.00,0,F1,15,,,,,
2024-07-02,2024-07-02,FO,NSE,IDO,55263,,BANKNIFTY,,2024-07-10,2024-07-10,54200.00,PE,BANKNIFTY2471054200PE,1956.90,1956.90,1948.20,1953.05,1953.05,1690.70,52168.10,2064.95,330,75,6,5053743.75,6,F1,15,,,,,
2024-07-02,2024-07-02,FO,NSE,IDO,48791,,BANKNIFTY,,2024-07-24,2024-07-24,53100.00,CE,BANKNIFTY2472453100CE,608.05,608.05,447.65,467.35,475.95,608.05,52168.10,467.35,375,150,60,48224437.50,29,F1,15,,,,,
2024-07-02,2024-07-02,FO,NSE,IDO,48792,,BANKNIFTY,,2024-07-24,2024-07-24,53100.00,PE,BANKNIFTY2472453100PE,0.00,0.00,0.00,1198.00,1198.00,1198.00,52168.10,1530.65,210,0,0,0.00,0,F1,15,,,,,
2024-07-02,2024-07-02,FO,NSE,IDO,48728,,BANKNIFTY,,2024-07-24,2024-07-24,51400.00,PE,BANKNIFTY2472451400PE,453.35,453.35,367.05,385.45,385.45,401.00,52168.10,699.75,360,180,16,12433995.00,16,F1,15,,,,,
2024-07-02,2024-07-02,FO,NSE,IDO,48727,,BANKNIFTY,,2024-07-24,2024-07-24,51400.00,CE,BANKNIFTY2472451400CE,0.00,0.00,0.00,1520.70,1520.70,1520.70,52168.10,1686.70,165,0,0,0.00,0,F1,15,,,,,
2024-07-02,2024-07-02,FO,NSE,IDO,50609,,BANKNIFTY,,2024-07-31,2024-07-31,51400.00,CE,BANKNIFTY24JUL51400CE,1777.00,1777.00,1372.10,1472.65,1484.60,1762.25,52168.10,1472.65,5040,525,707,560763163.50,589,F1,15,,,,,
2024-07-02,2024-07-02,FO,NSE,IDO,53684,,BANKNIFTY,,2024-07-03,2024-07-03,49100.00,CE,BANKNIFTY2470349100CE,3500.00,3500.00,3500.00,3500.00,3500.00,3490.00,52168.10,3077.65,525,0,1,789000.00,1,F1,15,,,,,
2024-07-02,2024-07-02,FO,NSE,IDO,53743,,BANKNIFTY,,2024-07-03,2024-07-03,51400.00,PE,BANKNIFTY2470351400PE,20.55,84.95,17.10,26.15,25.35,30.60,52168.10,26.15,748395,350955,1374092,1060220194633.50,348424,F1,15,,,,,
2024-07-02,2024-07-02,FO,NSE,IDO,36873,,BANKNIFTY,,2024-07-16,2024-07-16,51400.00,PE,BANKNIFTY2471651400PE,362.85,362.85,245.90,291.25,291.25,259.65,52168.10,516.45,1950,-90,66,51205092.75,25,F1,15,,,,,
