INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,29-Jun-2023,0,XX,44050,44247,44048,44216.65,44216.65,102228,1129432.52,2474425,20675,13-JUN-2023,
FUTIDX,BANKNIFTY,27-Jul-2023,0,XX,44250,44370,44201.7,44340.45,44340.45,4453,29594.72,301680,-2190,13-JUN-2023,
FUTIDX,BANKNIFTY,31-Aug-2023,0,XX,44450,44556,44380.05,44523.2,44523.2,2174,14508.97,62550,6045,13-JUN-2023,
FUTIDX,NIFTY,29-Jun-2023,0,XX,18735.35,18783,18721,18776.85,18776.85,77130,723599.15,9037850,-89300,13-JUN-2023,
FUTIDX,NIFTY,27-Jul-2023,0,XX,18799.05,18860,18788,18856.9,18856.9,5107,48116.99,968300,4150,13-JUN-2023,
FUTIDX,NIFTY,31-Aug-2023,0,XX,18890.85,18947.8,18890.85,18942,18942,2035,19262.75,270700,7600,13-JUN-2023,
OPTIDX,BANKNIFTY,15-Jun-2023,37500,CE,0,0,0,6252.6,6594.3,0,0,0,0,13-JUN-2023,
OPTIDX,BANKNIFTY,15-Jun-2023,38000,CE,0,0,0,5767.6,6094.5,0,0,0,0,13-JUN-2023,
OPTIDX,BANKNIFTY,15-Jun-2023,38500,CE,0,0,0,5288.5,5594.7,0,0,0,0,13-JUN-2023,
OPTIDX,BANKNIFTY,15-Jun-2023,39000,CE,0,0,0,5200,5094.9,0,0,125,0,13-JUN-2023,
OPTIDX,BANKNIFTY,15-Jun-2023,39500,CE,4551,4551,4551,4551,4595.1,1,11.01,500,0,13-JUN-2023,
OPTIDX,BANKNIFTY,15-Jun-2023,40000,CE,4100,4106,3936.6,3936.6,4095.3,13,143.29,2000,-175,13-JUN-2023,
OPTIDX,BANKNIFTY,15-Jun-2023,40500,CE,3570,3570,3570,3570,3595.45,1,11.01,2050,-25,13-JUN-2023,
OPTIDX,BANKNIFTY,15-Jun-2023,41000,CE,3009.45,3133.65,2959,3108.2,3108.2,29,319.39,3625,-25,13-JUN-2023,
