INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,24-Nov-2022,0,XX,41550,41794.95,41469,41731.05,41731.05,135949,1415278.5,2278775,-110275,10-NOV-2022,
FUTIDX,BANKNIFTY,29-Dec-2022,0,XX,41875.45,41995.6,41700,41926.15,41926.15,6484,67838.76,372675,10400,10-NOV-2022,
FUTIDX,BANKNIFTY,25-Jan-2023,0,XX,42100.5,42125,41856.25,42083.95,42083.95,1594,16737.84,34325,-625,10-NOV-2022,
FUTIDX,NIFTY,24-Nov-2022,0,XX,18110,18149.9,18030,18092.65,18092.65,154020,1392808.93,12154050,94950,10-NOV-2022,
FUTIDX,NIFTY,29-Dec-2022,0,XX,18201.35,18245.4,18125,18182.35,18182.35,12142,110360.1,1671650,76700,10-NOV-2022,
FUTIDX,NIFTY,25-Jan-2023,0,XX,18302,18302,18192.6,18245.1,18245.1,2590,23620.57,296600,18750,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,30500,CE,0,0,0,8968.15,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,31000,CE,0,0,0,8472.55,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,31500,CE,0,0,0,7977.95,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,32000,CE,0,0,0,7484.9,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,32500,CE,0,0,0,6994.2,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,33000,CE,0,0,0,6506.9,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,33500,CE,0,0,0,6024.4,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,34000,CE,0,0,0,5548.35,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,34500,CE,0,0,0,5080.8,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,35000,CE,6520,6560,6400,6400,41603.75,11,114.04,225,-50,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,35300,CE,0,0,0,4356.15,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,35400,CE,0,0,0,4268.05,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,35500,CE,5965,5965,5965,5965,41603.75,1,10.36,25,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,35600,CE,0,0,0,4093.65,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,35700,CE,0,0,0,4007.45,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,35800,CE,0,0,0,3921.95,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,35900,CE,0,0,0,3837.1,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,36000,CE,5573.2,5573.2,5352,5450,41603.75,53,549.56,400,-775,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,36100,CE,0,0,0,3669.65,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,36200,CE,0,0,0,3587.05,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,36300,CE,0,0,0,3505.25,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,36400,CE,0,0,0,3424.3,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,36500,CE,5010,5010,5002,5002,41603.75,8,83.01,200,-25,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,36600,CE,0,0,0,3264.8,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,36700,CE,0,0,0,3186.35,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,36800,CE,0,0,0,3108.8,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,36900,CE,0,0,0,3032.15,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,37000,CE,4570.95,4583.45,4347.45,4540,41603.75,41,425.19,300,-750,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,37100,CE,0,0,0,2881.65,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,37200,CE,0,0,0,2809.15,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,37300,CE,4200,4200,4200,4200,41603.75,2,20.75,50,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,37400,CE,0,0,0,2664.15,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,37500,CE,4080,4100,3850,4100,41603.75,19,196.96,450,-175,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,37600,CE,0,0,0,2521.9,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,37700,CE,0,0,0,2453.15,41603.75,0,0,0,0,10-NOV-2022,
OPTIDX,BANKNIFTY,10-Nov-2022,37800,CE,0,0,0,2385.45,41603.75,0,0,0,0,10-NOV-2022,
