TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-07-01,2025-07-01,FO,NSE,IDO,66198,,BANKNIFTY,,2025-08-28,2025-08-28,50500.00,PE,BANKNIFTY25AUG50500PE,44.00,49.50,44.00,46.50,46.50,43.25,57459.45,46.50,1645,210,17,30075515.75,17,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,54220,,BANKNIFTY,,2025-07-31,2025-07-31,61700.00,PE,BANKNIFTY25JUL61700PE,0.00,0.00,0.00,6017.60,0.00,6017.60,57459.45,4123.30,0,0,0,0.00,0,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,54182,,BANKNIFTY,,2025-07-31,2025-07-31,60400.00,PE,BANKNIFTY25JUL60400PE,0.00,0.00,0.00,4675.70,4675.70,4675.70,57459.45,3027.00,35,0,0,0.00,0,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,54174,,BANKNIFTY,,2025-07-31,2025-07-31,60000.00,PE,BANKNIFTY25JUL60000PE,2596.30,2701.05,2400.00,2450.25,2432.40,2586.95,57459.45,2450.25,90895,-8155,682,1492266139.00,545,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,54158,,BANKNIFTY,,2025-07-31,2025-07-31,59700.00,PE,BANKNIFTY25JUL59700PE,0.00,0.00,0.00,2893.75,2893.75,2893.75,57459.45,2491.25,105,0,0,0.00,0,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,54116,,BANKNIFTY,,2025-07-31,2025-07-31,58000.00,PE,BANKNIFTY25JUL58000PE,1057.25,1178.00,973.10,1010.70,1000.40,1100.20,57459.45,1010.70,266175,29750,13179,27242136428.50,9343,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,66453,,BANKNIFTY,,2025-08-28,2025-08-28,51800.00,PE,BANKNIFTY25AUG51800PE,0.00,0.00,0.00,572.20,0.00,572.20,57459.45,130.90,0,0,0,0.00,0,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,66422,,BANKNIFTY,,2025-08-28,2025-08-28,50800.00,PE,BANKNIFTY25AUG50800PE,0.00,0.00,0.00,393.45,0.00,393.45,57459.45,71.45,0,0,0,0.00,0,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,54186,,BANKNIFTY,,2025-07-31,2025-07-31,60600.00,PE,BANKNIFTY25JUL60600PE,0.00,0.00,0.00,3797.70,3797.70,3797.70,57459.45,3187.75,70,0,0,0.00,0,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,54118,,BANKNIFTY,,2025-07-31,2025-07-31,58100.00,PE,BANKNIFTY25JUL58100PE,1135.95,1251.70,1030.00,1066.40,1065.55,1154.45,57459.45,1066.40,6615,-490,659,1366116857.00,498,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,54022,,BANKNIFTY,,2025-07-31,2025-07-31,54100.00,PE,BANKNIFTY25JUL54100PE,92.10,99.00,83.90,87.65,87.00,95.05,57459.45,87.65,18025,1960,2715,5149350746.75,1698,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,54010,,BANKNIFTY,,2025-07-31,2025-07-31,53700.00,PE,BANKNIFTY25JUL53700PE,66.45,74.75,63.85,69.90,72.30,74.00,57459.45,69.90,17325,1750,840,1580862566.50,425,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,54002,,BANKNIFTY,,2025-07-31,2025-07-31,53500.00,PE,BANKNIFTY25JUL53500PE,65.10,68.10,58.20,62.90,61.10,65.15,57459.45,62.90,304115,19460,13878,26017513942.00,7746,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,53974,,BANKNIFTY,,2025-07-31,2025-07-31,52500.00,PE,BANKNIFTY25JUL52500PE,35.85,45.45,33.95,40.35,39.80,38.10,57459.45,40.35,304955,70350,15355,28236156140.50,7049,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,53916,,BANKNIFTY,,2025-07-31,2025-07-31,51700.00,PE,BANKNIFTY25JUL51700PE,26.90,33.85,26.35,30.20,29.50,27.45,57459.45,30.20,5145,1820,451,816572340.50,276,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,53870,,BANKNIFTY,,2025-07-31,2025-07-31,50400.00,PE,BANKNIFTY25JUL50400PE,18.50,22.50,16.45,21.80,21.00,17.65,57459.45,21.80,3290,420,86,151765594.75,45,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,53862,,BANKNIFTY,,2025-07-31,2025-07-31,50200.00,PE,BANKNIFTY25JUL50200PE,16.50,22.15,14.60,18.80,19.10,16.50,57459.45,18.80,1575,-455,70,123036168.50,55,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,53796,,BANKNIFTY,,2025-07-31,2025-07-31,48900.00,PE,BANKNIFTY25JUL48900PE,10.75,16.10,10.75,13.70,14.70,10.75,57459.45,13.70,560,245,22,37664040.75,22,F1,35,,,,,
2025-07-01,2025-07-01,FO,NSE,IDO,58610,,BANKNIFTY,,2026-03-26,2026-03-26,58500.00,CE,BANKNIFTY26MAR58500CE,0.00,0.00,0.00,2830.90,0.00,2830.90,57459.45,4567.55,0,0,0,0.00,0,F1,35,,,,,
