INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,27-Oct-2022,0,XX,38743,39447,38610,39216.6,39216.6,199686,1949059.06,1979225,-76325,10-OCT-2022,
FUTIDX,BANKNIFTY,24-Nov-2022,0,XX,39049.65,39585,38772.05,39359.05,39359.05,7572,74157.81,178675,9300,10-OCT-2022,
FUTIDX,BANKNIFTY,29-Dec-2022,0,XX,39131.55,39722.75,38925.05,39513.25,39513.25,3469,34124.46,44625,10075,10-OCT-2022,
FUTIDX,NIFTY,27-Oct-2022,0,XX,17100,17278.85,17050,17227.45,17227.45,253682,2175630.11,13082650,955950,10-OCT-2022,
FUTIDX,NIFTY,24-Nov-2022,0,XX,17250,17319,17097.55,17271.35,17271.35,16264,139752.47,1348200,133500,10-OCT-2022,
FUTIDX,NIFTY,29-Dec-2022,0,XX,17301,17377.7,17160.2,17328.25,17328.25,5601,48298.42,230200,36000,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,30000,CE,0,0,0,10374.5,9108.45,0,0,0,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,30500,CE,0,0,0,9877.6,8608.7,0,0,0,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,31000,CE,0,0,0,9380.95,8108.95,0,0,0,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,31500,CE,0,0,0,8884.75,7609.2,0,0,0,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,32000,CE,0,0,0,8389.35,7109.45,0,0,0,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,32500,CE,0,0,0,7895.2,6609.7,0,0,0,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,33000,CE,0,0,0,7402.9,6109.95,0,0,0,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,33500,CE,0,0,0,6913.35,5610.2,0,0,0,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,34000,CE,0,0,0,6427.75,5110.45,0,0,0,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,34500,CE,0,0,0,4760.75,4610.7,0,0,4550,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,35000,CE,3883.75,4093.55,3883.75,4093.55,4093.55,2,19.49,825,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,35500,CE,3182.3,3521.2,3182.3,3521.2,3521.2,5,48.54,2500,-25,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,35600,CE,3583.8,3583.8,3583.8,3583.8,3511.3,1,9.79,25,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,35700,CE,0,0,0,3136.85,3411.4,0,0,25,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,35800,CE,0,0,0,3900.9,3311.45,0,0,0,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,35900,CE,2752.05,3339.75,2752.05,3339.75,3211.55,4,38.94,50,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,36000,CE,2558,3325,2558,3221.35,3111.65,13,126.47,3025,-25,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,36100,CE,2502.9,2981.2,2502.9,2981.2,2981.2,4,38.84,375,50,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,36200,CE,0,0,0,1917.3,2911.95,0,0,325,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,36300,CE,0,0,0,2652.95,2812.2,0,0,75,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,36400,CE,0,0,0,1663.1,2712.5,0,0,125,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,36500,CE,2205,2650,2113,2620,2620,54,522.72,4375,425,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,36600,CE,0,0,0,2400,2513.4,0,0,225,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,36700,CE,2144.5,2145.75,2144.15,2144.6,2414.05,15,145.66,1750,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,36800,CE,1902.75,1902.75,1902.75,1902.75,2314.95,2,19.35,500,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,36900,CE,1808.5,2000,1808.5,2000,2216.1,12,116.22,400,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,37000,CE,1818,2335,1575.75,2109.45,2109.45,2065,20085,22775,4400,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,37100,CE,0,0,0,2256.05,2019.55,0,0,925,0,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,37200,CE,1599,2001,1523,1884.9,1884.9,25,243.23,1575,125,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,37300,CE,1399.05,1967,1306.7,1788.8,1788.8,127,1234.99,2950,-125,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,37400,CE,1336.4,1931.95,1209,1741.9,1741.9,543,5262.74,10150,8975,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,37500,CE,1227.75,1847.45,1124.7,1641.85,1641.85,7802,75778.55,42425,6775,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,37600,CE,1157.3,1730,1040.7,1542.3,1542.3,868,8455.17,6550,475,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,37700,CE,1086.5,1650,956.9,1453.45,1453.45,699,6787.27,9175,3075,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,37800,CE,1000.7,1569.7,880,1367.15,1367.15,1916,18673.75,6900,75,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,37900,CE,979.4,1480.55,800,1271.75,1271.75,2372,23100.53,9800,3600,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,38000,CE,920,1394.65,725,1190.3,1190.3,59130,576038.52,249450,87675,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,38100,CE,778.25,1303.05,656,1103.15,1103.15,9629,93895.08,17200,7250,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,38200,CE,673.6,1213.25,588.15,1015.5,1015.5,23545,229504.51,30950,18700,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,38300,CE,639.6,1124.6,524.65,933.75,933.75,53840,525132.03,44425,27800,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,38400,CE,571.05,1040.95,464.5,848.45,848.45,115043,1122347.98,76950,57950,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,38500,CE,461.45,956,408.15,757.5,757.5,795473,7772573.68,428400,261275,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,38600,CE,425.45,876.75,355.65,695,695,726088,7095875.44,129325,60600,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,38700,CE,400,799,307.9,621.45,621.45,1143815,11193979.38,202500,127500,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,38800,CE,340.25,724.45,263.6,550.9,550.9,1468514,14394942.25,276300,59975,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,38900,CE,281.95,652.35,223.65,486.5,486.5,1271772,12490221.19,253000,-875,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,39000,CE,308.9,583,188.1,424.6,424.6,3278822,32258635.32,1714950,108300,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,39100,CE,220.05,518.7,157.25,369.65,369.65,1564521,15422610.2,579825,252500,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,39200,CE,212.8,457.8,130,318.75,318.75,2048809,20230114.9,967200,348100,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,39300,CE,212.8,400,106.75,272.1,272.1,1583343,15656150.26,716850,45850,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,39400,CE,149.95,348,86.85,227.8,227.8,1210099,11980644.17,545525,31075,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,39500,CE,125,298.8,70,189.75,189.75,2766131,27430375.97,2020825,384200,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,39600,CE,137.9,256,56.4,156.75,156.75,1101511,10943691.22,618175,232450,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,39700,CE,80,215.6,45.2,128.2,128.2,1018328,10135979.04,558875,173950,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,39800,CE,74.45,180.3,36.25,103.15,103.15,1191033,11877624.14,739900,17925,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,39900,CE,63.1,149.55,28.45,82.05,82.05,953416,9527670.07,452800,174950,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,40000,CE,72,123.15,22.75,65.2,65.2,2462304,24660901.03,2341500,295625,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,40100,CE,40.2,100.9,18.2,50.9,50.9,807167,8101445.33,406375,7675,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,40200,CE,40.5,81.95,15,39.95,39.95,854218,8593312.99,532225,79675,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,40300,CE,33.1,66,12.45,31.1,31.1,765883,7722091.37,528400,134075,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,40400,CE,22.95,53.2,10.65,24.75,24.75,520640,5261608.33,370575,70350,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,40500,CE,15,42.8,9.4,19.85,19.85,1231316,12473297.04,1644600,412725,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,40600,CE,19.65,34.15,8.3,15.7,15.7,405483,4117338.89,507350,155500,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,40700,CE,16.65,27.45,7.45,12.9,12.9,350868,3571293.48,409500,90500,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,40800,CE,16.1,22.3,6.85,10.9,10.9,335980,3427986.76,687975,111525,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,40900,CE,13.65,18.45,6.35,9.4,9.4,219395,2243882.17,290750,110500,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,41000,CE,13.95,15.7,5.9,8.35,8.35,978989,10036816.32,2521400,552825,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,41100,CE,8,13.1,5.55,7.3,7.3,151125,1553114.78,216450,35650,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,41200,CE,8.1,11.25,5.3,6.5,6.5,169499,1746142.1,292650,-78600,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,41300,CE,6.2,9.85,5.15,6.05,6.05,119719,1236293.86,307975,41875,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,41400,CE,3.5,8.65,3.5,5.5,5.5,106764,1105165.67,165050,-78925,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,41500,CE,5.5,7.6,4.2,5.1,5.1,462037,4794279.11,1423525,232925,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,41600,CE,4.3,6.85,3.9,4.85,4.85,64307,668875.83,90575,-140100,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,41700,CE,3.4,6.25,3.4,4.35,4.35,49874,519996.04,174850,-950,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,41800,CE,4.2,6.3,3.75,4.2,4.2,39110,408744.29,98525,14175,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,41900,CE,3.9,5.45,3.7,4.05,4.05,26307,275595,36100,-30775,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,42000,CE,3.05,5.3,3,3.9,3.9,370391,3889504.97,1226500,-149450,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,42100,CE,3.35,5,2.6,3.7,3.7,18650,196310.16,23750,-29900,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,42200,CE,3.7,4.85,3.05,3.55,3.55,15880,167549.66,24950,-40675,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,42300,CE,2.95,4.7,2.9,3.25,3.25,17550,185607.04,99200,-2700,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,42400,CE,3.05,4.65,2.7,3.25,3.25,9514,100856.98,21925,725,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,42500,CE,2.55,4.6,2.55,3.15,3.15,157176,1670136.83,241025,-230900,10-OCT-2022,
OPTIDX,BANKNIFTY,13-Oct-2022,42600,CE,3,7,2.6,3,3,7467,79530.05,13775,6000,10-OCT-2022,
