INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,30-Dec-2021,0,XX,36484.95,36489.1,35839.15,35891,35891,149559,1351730.31,2599300,110900,06-DEC-2021,
FUTIDX,BANKNIFTY,27-Jan-2022,0,XX,36474.4,36631.55,36004.15,36050.6,36050.6,4888,44343.3,113250,7575,06-DEC-2021,
FUTIDX,BANKNIFTY,24-Feb-2022,0,XX,36558.95,36750,36125.75,36177.15,36177.15,922,8390,28250,1850,06-DEC-2021,
FUTIDX,NIFTY,30-Dec-2021,0,XX,17247.7,17255.55,16942.05,16957.15,16957.15,173528,1482665.57,11596500,307150,06-DEC-2021,
FUTIDX,NIFTY,27-Jan-2022,0,XX,17444.7,17444.7,17000.1,17015.6,17015.6,9179,78675.71,675050,40200,06-DEC-2021,
FUTIDX,NIFTY,24-Feb-2022,0,XX,17343.35,17349.55,17041.15,17053.9,17053.9,2034,17470.1,92050,5200,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,31700,CE,4569.5,4604.4,4396.05,4604.4,4045.75,4,36.19,75,25,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,31800,CE,0,0,0,3930.5,3945.8,0,0,0,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,31900,CE,0,0,0,4213.7,3845.8,0,0,25,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,32000,CE,0,0,0,4626.55,3745.85,0,0,25,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,32100,CE,0,0,0,3973.2,3645.9,0,0,0,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,32200,CE,0,0,0,3875.25,3545.95,0,0,0,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,32300,CE,0,0,0,3777.6,3446,0,0,0,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,32400,CE,3633.85,3633.85,3633.85,3633.85,3346.05,1,9,25,25,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,32500,CE,3751.8,3751.8,3751.8,3751.8,3246.1,15,135.94,575,325,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,32600,CE,0,0,0,3486.7,3146.2,0,0,0,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,32700,CE,0,0,0,3390.55,3046.3,0,0,0,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,32800,CE,3021.45,3021.45,3021.45,3021.45,2946.45,1,8.95,25,25,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,32900,CE,3321.8,3321.8,3321.8,3321.8,2846.65,1,9.05,25,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,33000,CE,3200,3247.35,3079.15,3247.35,2746.95,12,108.58,300,25,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,33100,CE,0,0,0,3578.45,2647.3,0,0,75,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,33200,CE,0,0,0,3361.4,2547.75,0,0,25,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,33300,CE,2927.8,2927.8,2927.8,2927.8,2448.4,3,27.17,100,75,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,33400,CE,2830.05,2830.05,2830.05,2830.05,2349.25,3,27.17,100,75,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,33500,CE,2619.55,2760,2239.7,2239.7,2239.7,20,180.99,400,375,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,33600,CE,2519.1,2519.1,2519.1,2519.1,2151.8,1,9.02,25,25,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,33700,CE,0,0,0,2636.15,2053.65,0,0,25,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,33800,CE,2608.2,2608.2,2608.2,2608.2,1956.05,1,9.1,75,25,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,33900,CE,0,0,0,2449.6,1859.05,0,0,25,0,06-DEC-2021,
OPTIDX,BANKNIFTY,09-Dec-2021,34000,CE,2077.85,2369.8,1800,1828.35,1828.35,133,1195.78,5675,525,06-DEC-2021,
