TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-06-24,2025-06-24,FO,NSE,IDO,66786,,BANKNIFTY,,2025-08-28,2025-08-28,55400.00,CE,BANKNIFTY25AUG55400CE,0.00,0.00,0.00,2760.95,0.00,2760.95,56461.90,2778.30,0,0,0,0.00,0,F1,35,,,,,
2025-06-24,2025-06-24,FO,NSE,IDO,66454,,BANKNIFTY,,2025-08-28,2025-08-28,51900.00,CE,BANKNIFTY25AUG51900CE,0.00,0.00,0.00,5088.55,0.00,5088.55,56461.90,5399.05,0,0,0,0.00,0,F1,35,,,,,
2025-06-24,2025-06-24,FO,NSE,IDO,66205,,BANKNIFTY,,2025-08-28,2025-08-28,50600.00,CE,BANKNIFTY25AUG50600CE,0.00,0.00,0.00,6137.85,0.00,6137.85,56461.90,6551.85,0,0,0,0.00,0,F1,35,,,,,
2025-06-24,2025-06-24,FO,NSE,IDO,66111,,BANKNIFTY,,2025-08-28,2025-08-28,48000.00,CE,BANKNIFTY25AUG48000CE,0.00,0.00,0.00,8300.00,8300.00,8300.00,56461.90,9011.25,210,0,0,0.00,0,F1,35,,,,,
2025-06-24,2025-06-24,FO,NSE,IDO,54217,,BANKNIFTY,,2025-07-31,2025-07-31,61600.00,CE,BANKNIFTY25JUL61600CE,0.00,0.00,0.00,646.10,0.00,646.10,56461.90,166.10,0,0,0,0.00,0,F1,35,,,,,
2025-06-24,2025-06-24,FO,NSE,IDO,54199,,BANKNIFTY,,2025-07-31,2025-07-31,61000.00,CE,BANKNIFTY25JUL61000CE,55.00,63.30,45.30,49.15,48.15,42.10,56461.90,49.15,147665,37800,6347,13562855603.50,3085,F1,35,,,,,
2025-06-24,2025-06-24,FO,NSE,IDO,54181,,BANKNIFTY,,2025-07-31,2025-07-31,60400.00,CE,BANKNIFTY25JUL60400CE,62.00,98.95,62.00,73.05,70.95,58.40,56461.90,73.05,10955,2590,438,927163611.50,198,F1,35,,,,,
2025-06-24,2025-06-24,FO,NSE,IDO,54145,,BANKNIFTY,,2025-07-31,2025-07-31,59200.00,CE,BANKNIFTY25JUL59200CE,0.00,0.00,0.00,615.40,615.40,615.40,56461.90,547.55,35,0,0,0.00,0,F1,35,,,,,
2025-06-24,2025-06-24,FO,NSE,IDO,54095,,BANKNIFTY,,2025-07-31,2025-07-31,57200.00,CE,BANKNIFTY25JUL57200CE,665.00,885.55,665.00,708.65,701.00,584.05,56461.90,708.65,22540,4305,788,1598960237.00,513,F1,35,,,,,
2025-06-24,2025-06-24,FO,NSE,IDO,54069,,BANKNIFTY,,2025-07-31,2025-07-31,56100.00,CE,BANKNIFTY25JUL56100CE,1251.00,1511.05,1224.95,1279.50,1278.90,1089.20,56461.90,1279.50,18620,-1995,1125,2262664062.75,596,F1,35,,,,,
2025-06-24,2025-06-24,FO,NSE,IDO,54019,,BANKNIFTY,,2025-07-31,2025-07-31,54100.00,CE,BANKNIFTY25JUL54100CE,2786.05,3048.00,2786.05,2898.00,2898.00,2642.00,56461.90,3118.30,140,35,3,5986121.75,3,F1,35,,,,,
