TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-01-31,2024-01-31,FO,NSE,IDO,45720,,BANKNIFTY,,2024-02-21,2024-02-21,42900.00,PE,BANKNIFTY2422142900PE,0.00,0.00,0.00,102.95,0.00,102.95,45996.80,20.45,0,0,0,0.00,0,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,38857,,BANKNIFTY,,2024-02-07,2024-02-07,42900.00,PE,BANKNIFTY2420742900PE,61.20,72.90,36.45,43.75,48.00,62.45,45996.80,43.75,22110,22095,16591,10687833471.75,5834,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,46506,,BANKNIFTY,,2024-02-14,2024-02-14,47000.00,CE,BANKNIFTY2421447000CE,270.00,495.20,226.00,445.20,452.20,282.25,45996.80,445.20,108360,20865,10506,7471134475.50,3456,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,66699,,BANKNIFTY,,2024-03-28,2024-03-28,47000.00,PE,BANKNIFTY24MAR47000PE,1933.00,1938.50,1335.00,1392.95,1427.85,1750.65,45996.80,1392.95,32175,7560,1930,1402223103.75,594,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,72151,,BANKNIFTY,,2024-02-29,2024-02-29,42900.00,PE,BANKNIFTY24FEB42900PE,250.00,250.00,130.25,135.85,140.45,212.70,45996.80,135.85,3900,-1245,633,408828129.75,404,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,43899,,BANKNIFTY,,2024-02-07,2024-02-07,47000.00,CE,BANKNIFTY2420747000CE,147.00,360.50,120.40,298.10,308.00,159.05,45996.80,298.10,948315,506355,338057,239669844366.00,88866,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,67423,,BANKNIFTY,,2024-04-25,2024-04-25,42900.00,PE,BANKNIFTY24APR42900PE,0.00,0.00,0.00,647.45,0.00,647.45,45996.80,246.80,0,0,0,0.00,0,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,43910,,BANKNIFTY,,2024-02-07,2024-02-07,47000.00,PE,BANKNIFTY2420747000PE,1850.00,1892.05,1062.80,1150.00,1170.00,1679.75,45996.80,1150.00,116100,60210,19561,14148725922.00,6881,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,35031,,BANKNIFTY,,2024-03-28,2024-03-28,42900.00,PE,BANKNIFTY24MAR42900PE,356.95,356.95,239.15,247.05,247.05,296.05,45996.80,146.80,1245,-105,43,27844986.00,31,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,39881,,BANKNIFTY,,2024-01-31,2024-01-31,42900.00,PE,BANKNIFTY2413142900PE,1.30,1.95,0.05,0.15,0.05,1.70,45996.80,45996.80,339705,40485,521011,335278352393.25,79705,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,67507,,BANKNIFTY,,2024-04-25,2024-04-25,47000.00,PE,BANKNIFTY24APR47000PE,1935.80,1935.80,1450.00,1515.00,1515.00,1800.00,45996.80,1590.75,60,30,3,2188512.00,3,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,45889,,BANKNIFTY,,2024-02-21,2024-02-21,47000.00,PE,BANKNIFTY2422147000PE,1895.65,1900.00,1737.25,1737.25,1737.25,1704.00,45996.80,1209.15,1830,45,8,5860480.50,3,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,51309,,BANKNIFTY,,2024-01-31,2024-01-31,47000.00,PE,BANKNIFTY2413147000PE,1752.80,1926.20,795.25,990.45,1005.15,1606.05,45996.80,45996.80,17850,-74385,39115,28155526801.50,13897,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,66698,,BANKNIFTY,,2024-03-28,2024-03-28,47000.00,CE,BANKNIFTY24MAR47000CE,795.00,1112.60,726.00,1052.05,1043.40,814.70,45996.80,1052.05,45780,6555,3380,2433850593.00,1600,F1,15,,,,,
2024-01-31,2024-01-31,FO,NSE,IDO,72246,,BANKNIFTY,,2024-02-29,2024-02-29,47000.00,CE,BANKNIFTY24FEB47000CE,377.65,672.40,350.25,615.85,622.45,416.00,45996.80,615.85,538365,1740,88549,63166504869.00,22926,F1,15,,,,,
